antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
frozenset([u'Microsoft.Compute/virtualMachines']),frozenset([u'Microsoft.Storage/storageAccounts']),0.40520984081042,0.393632416787265,0.305354558610709,0.753571428571429,1.91440388655462,0.145850829666521,2.4606220768053
"frozenset([u'Microsoft.Network/publicIPAddresses', u'Microsoft.Network/networkInterfaces'])",frozenset([u'Microsoft.Storage/storageAccounts']),0.402315484804631,0.393632416787265,0.305354558610709,0.758992805755396,1.92817657638595,0.146990142016122,2.51597295721105
frozenset([u'Microsoft.Storage/storageAccounts']),"frozenset([u'Microsoft.Network/publicIPAddresses', u'Microsoft.Network/networkInterfaces'])",0.393632416787265,0.402315484804631,0.305354558610709,0.775735294117647,1.92817657638595,0.146990142016122,2.66508505136296
frozenset([u'Microsoft.Storage/storageAccounts']),"frozenset([u'Microsoft.Network/networkInterfaces', u'Microsoft.Compute/virtualMachines'])",0.393632416787265,0.40520984081042,0.305354558610709,0.775735294117647,1.91440388655462,0.145850829666521,2.65217907048468
frozenset([u'Microsoft.Storage/storageAccounts']),frozenset([u'Microsoft.Compute/virtualMachines']),0.393632416787265,0.40520984081042,0.305354558610709,0.775735294117647,1.91440388655462,0.145850829666521,2.65217907048468
"frozenset([u'Microsoft.Network/publicIPAddresses', u'Microsoft.Storage/storageAccounts'])",frozenset([u'Microsoft.Network/networkInterfaces']),0.321273516642547,0.434153400868307,0.305354558610709,0.95045045045045,2.1892042042042,0.165872568751427,11.419813182476
"frozenset([u'Microsoft.Network/networkInterfaces', u'Microsoft.Storage/storageAccounts'])",frozenset([u'Microsoft.Network/publicIPAddresses']),0.312590448625181,0.479015918958032,0.305354558610709,0.976851851851852,2.03928891126776,0.155618757605015,22.506512301013
"frozenset([u'Microsoft.Network/networkInterfaces', u'Microsoft.Storage/storageAccounts'])",frozenset([u'Microsoft.Compute/virtualMachines']),0.312590448625181,0.40520984081042,0.305354558610709,0.976851851851852,2.41073082010582,0.178689832684442,25.6949348769899
"frozenset([u'Microsoft.Compute/virtualMachines', u'Microsoft.Storage/storageAccounts'])",frozenset([u'Microsoft.Network/networkInterfaces']),0.305354558610709,0.434153400868307,0.305354558610709,1,2.30333333333333,0.172783838519229,inf
frozenset([u'Microsoft.Network/publicIPAddresses']),"frozenset([u'Microsoft.Compute/virtualMachines', u'Microsoft.Storage/storageAccounts'])",0.479015918958032,0.305354558610709,0.301013024602026,0.628398791540785,2.05793158746295,0.154743330101093,1.86933041544598
frozenset([u'Microsoft.Network/publicIPAddresses']),"frozenset([u'Microsoft.Network/networkInterfaces', u'Microsoft.Compute/virtualMachines', u'Microsoft.Storage/storageAccounts'])",0.479015918958032,0.305354558610709,0.301013024602026,0.628398791540785,2.05793158746295,0.154743330101093,1.86933041544598
frozenset([u'Microsoft.Network/networkInterfaces']),"frozenset([u'Microsoft.Network/publicIPAddresses', u'Microsoft.Compute/virtualMachines', u'Microsoft.Storage/storageAccounts'])",0.434153400868307,0.301013024602026,0.301013024602026,0.693333333333333,2.30333333333333,0.170327196265401,2.27930535455861
frozenset([u'Microsoft.Compute/virtualMachines']),"frozenset([u'Microsoft.Network/publicIPAddresses', u'Microsoft.Storage/storageAccounts'])",0.40520984081042,0.321273516642547,0.301013024602026,0.742857142857143,2.31222651222651,0.170829834066696,2.63949187972343
"frozenset([u'Microsoft.Network/networkInterfaces', u'Microsoft.Compute/virtualMachines'])","frozenset([u'Microsoft.Network/publicIPAddresses', u'Microsoft.Storage/storageAccounts'])",0.40520984081042,0.321273516642547,0.301013024602026,0.742857142857143,2.31222651222651,0.170829834066696,2.63949187972343
frozenset([u'Microsoft.Compute/virtualMachines']),"frozenset([u'Microsoft.Network/publicIPAddresses', u'Microsoft.Network/networkInterfaces', u'Microsoft.Storage/storageAccounts'])",0.40520984081042,0.305354558610709,0.301013024602026,0.742857142857143,2.43276912660799,0.177280352516645,2.70139893873613
"frozenset([u'Microsoft.Network/publicIPAddresses', u'Microsoft.Network/networkInterfaces'])","frozenset([u'Microsoft.Compute/virtualMachines', u'Microsoft.Storage/storageAccounts'])",0.402315484804631,0.305354558610709,0.301013024602026,0.748201438848921,2.45027106277064,0.178164157317255,2.75873475294604
frozenset([u'Microsoft.Storage/storageAccounts']),"frozenset([u'Microsoft.Network/publicIPAddresses', u'Microsoft.Compute/virtualMachines'])",0.393632416787265,0.392185238784371,0.301013024602026,0.764705882352941,1.94985891035381,0.146636201231044,2.58321273516642
frozenset([u'Microsoft.Storage/storageAccounts']),"frozenset([u'Microsoft.Network/publicIPAddresses', u'Microsoft.Network/networkInterfaces', u'Microsoft.Compute/virtualMachines'])",0.393632416787265,0.392185238784371,0.301013024602026,0.764705882352941,1.94985891035381,0.146636201231044,2.58321273516642
"frozenset([u'Microsoft.Network/publicIPAddresses', u'Microsoft.Compute/virtualMachines'])",frozenset([u'Microsoft.Storage/storageAccounts']),0.392185238784371,0.393632416787265,0.301013024602026,0.767527675276753,1.94985891035381,0.146636201231044,2.60834309604208
"frozenset([u'Microsoft.Network/publicIPAddresses', u'Microsoft.Network/networkInterfaces', u'Microsoft.Compute/virtualMachines'])",frozenset([u'Microsoft.Storage/storageAccounts']),0.392185238784371,0.393632416787265,0.301013024602026,0.767527675276753,1.94985891035381,0.146636201231044,2.60834309604208
"frozenset([u'Microsoft.Network/publicIPAddresses', u'Microsoft.Compute/virtualMachines'])","frozenset([u'Microsoft.Network/networkInterfaces', u'Microsoft.Storage/storageAccounts'])",0.392185238784371,0.312590448625181,0.301013024602026,0.767527675276753,2.4553778871122,0.178419664866246,2.95695219718374
"frozenset([u'Microsoft.Network/publicIPAddresses', u'Microsoft.Storage/storageAccounts'])",frozenset([u'Microsoft.Compute/virtualMachines']),0.321273516642547,0.40520984081042,0.301013024602026,0.936936936936937,2.31222651222651,0.170829834066696,9.43167252429191
"frozenset([u'Microsoft.Network/publicIPAddresses', u'Microsoft.Storage/storageAccounts'])","frozenset([u'Microsoft.Network/networkInterfaces', u'Microsoft.Compute/virtualMachines'])",0.321273516642547,0.40520984081042,0.301013024602026,0.936936936936937,2.31222651222651,0.170829834066696,9.43167252429191
"frozenset([u'Microsoft.Network/networkInterfaces', u'Microsoft.Storage/storageAccounts'])","frozenset([u'Microsoft.Network/publicIPAddresses', u'Microsoft.Compute/virtualMachines'])",0.312590448625181,0.392185238784371,0.301013024602026,0.962962962962963,2.4553778871122,0.178419664866246,16.410998552822
"frozenset([u'Microsoft.Compute/virtualMachines', u'Microsoft.Storage/storageAccounts'])",frozenset([u'Microsoft.Network/publicIPAddresses']),0.305354558610709,0.479015918958032,0.301013024602026,0.985781990521327,2.05793158746295,0.154743330101093,36.6425470332853
"frozenset([u'Microsoft.Network/publicIPAddresses', u'Microsoft.Network/networkInterfaces', u'Microsoft.Storage/storageAccounts'])",frozenset([u'Microsoft.Compute/virtualMachines']),0.305354558610709,0.40520984081042,0.301013024602026,0.985781990521327,2.43276912660799,0.177280352516645,41.8335745296674
"frozenset([u'Microsoft.Network/networkInterfaces', u'Microsoft.Compute/virtualMachines', u'Microsoft.Storage/storageAccounts'])",frozenset([u'Microsoft.Network/publicIPAddresses']),0.305354558610709,0.479015918958032,0.301013024602026,0.985781990521327,2.05793158746295,0.154743330101093,36.6425470332853
"frozenset([u'Microsoft.Compute/virtualMachines', u'Microsoft.Storage/storageAccounts'])","frozenset([u'Microsoft.Network/publicIPAddresses', u'Microsoft.Network/networkInterfaces'])",0.305354558610709,0.402315484804631,0.301013024602026,0.985781990521327,2.45027106277064,0.178164157317255,42.0371442354078
"frozenset([u'Microsoft.Network/publicIPAddresses', u'Microsoft.Compute/virtualMachines', u'Microsoft.Storage/storageAccounts'])",frozenset([u'Microsoft.Network/networkInterfaces']),0.301013024602026,0.434153400868307,0.301013024602026,1,2.30333333333333,0.170327196265401,inf
frozenset([u'Microsoft.Network/virtualNetworks']),"frozenset([u'Microsoft.Network/publicIPAddresses', u'Microsoft.Storage/storageAccounts'])",0.481910274963821,0.321273516642547,0.293777134587554,0.60960960960961,1.89747855964072,0.138952125843751,1.73858399198486
frozenset([u'Microsoft.Network/publicIPAddresses']),"frozenset([u'Microsoft.Network/virtualNetworks', u'Microsoft.Storage/storageAccounts'])",0.479015918958032,0.312590448625181,0.293777134587554,0.613293051359517,1.96196990041401,0.14404133358186,1.77759813675832
"frozenset([u'Microsoft.Network/publicIPAddresses', u'Microsoft.Network/virtualNetworks'])",frozenset([u'Microsoft.Storage/storageAccounts']),0.434153400868307,0.393632416787265,0.293777134587554,0.676666666666667,1.7190318627451,0.122880282147352,1.87536365942083
frozenset([u'Microsoft.Storage/storageAccounts']),"frozenset([u'Microsoft.Network/publicIPAddresses', u'Microsoft.Network/virtualNetworks'])",0.393632416787265,0.434153400868307,0.293777134587554,0.746323529411765,1.7190318627451,0.122880282147352,2.23058369512783
"frozenset([u'Microsoft.Network/publicIPAddresses', u'Microsoft.Storage/storageAccounts'])",frozenset([u'Microsoft.Network/virtualNetworks']),0.321273516642547,0.481910274963821,0.293777134587554,0.914414414414414,1.89747855964072,0.138952125843751,6.05346941884378
"frozenset([u'Microsoft.Network/virtualNetworks', u'Microsoft.Storage/storageAccounts'])",frozenset([u'Microsoft.Network/publicIPAddresses']),0.312590448625181,0.479015918958032,0.293777134587554,0.939814814814815,1.96196990041401,0.14404133358186,8.65635088500502
frozenset([u'Microsoft.Network/virtualNetworks']),"frozenset([u'Microsoft.Network/networkInterfaces', u'Microsoft.Storage/storageAccounts'])",0.481910274963821,0.312590448625181,0.285094066570188,0.591591591591592,1.89254532310088,0.134453517522163,1.68314250446923
frozenset([u'Microsoft.Network/networkInterfaces']),"frozenset([u'Microsoft.Network/virtualNetworks', u'Microsoft.Storage/storageAccounts'])",0.434153400868307,0.312590448625181,0.285094066570188,0.656666666666667,2.10072530864198,0.149381860220616,2.00216374186841
frozenset([u'Microsoft.Storage/storageAccounts']),"frozenset([u'Microsoft.Network/virtualNetworks', u'Microsoft.Network/networkInterfaces'])",0.393632416787265,0.370477568740955,0.285094066570188,0.724264705882353,1.95494887408088,0.139262085821216,2.28306801736614
